,Unnamed: 0,ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntCoke,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response
376,376,1726,1970,S1,Lajang,22585000.0,0,0,18-03-2013,23,3000,9000,15000,13000,2000,39000,1,1,1,2,9,1,0,0,0,0,0,3,11,1
377,377,4459,1989,S1,Lajang,30279000.0,1,0,30-12-2012,13,10000,4000,14000,4000,4000,1000,1,1,0,3,8,0,0,0,0,0,0,3,11,0
378,378,1729,1961,S3,Bertunangan,66426000.0,0,1,02-10-2013,14,1043000,24000,97000,32000,24000,157000,2,3,5,10,6,0,0,0,0,0,0,3,11,0
379,379,1517,1969,S1,Lajang,30822000.0,1,0,14-06-2013,92,3000,9000,13000,2000,12000,12000,1,1,0,3,7,0,0,0,0,0,0,3,11,0
380,380,2098,1969,S3,Menikah,33581000.0,2,0,08-01-2013,38,11000,0,5000,0,0,1000,1,1,0,2,8,0,0,0,0,0,0,3,11,0
381,381,9543,1985,S1,Menikah,19986000.0,1,0,14-11-2013,74,3000,6000,5000,0,2000,6000,1,0,0,3,7,0,0,0,0,0,0,3,11,0
382,382,6878,1954,S1,Janda,27421000.0,0,0,12-12-2012,14,43000,12000,96000,78000,40000,55000,3,4,1,6,7,0,0,0,0,0,0,3,11,0
383,383,3310,1973,D3,Menikah,35688000.0,2,1,22-08-2012,94,73000,3000,90000,12000,1000,32000,7,4,1,4,8,0,0,0,0,0,0,3,11,0
384,384,2724,1981,S2,Lajang,36143000.0,1,0,30-03-2014,33,12000,0,1000,0,0,6000,1,0,1,2,3,0,0,0,0,0,0,3,11,0
385,385,948,1971,S1,Lajang,10245000.0,1,0,15-05-2013,32,4000,7000,7000,6000,4000,13000,3,1,2,2,5,0,0,0,0,0,0,3,11,0
386,386,6720,1968,S2,Bertunangan,43795000.0,0,1,16-10-2013,11,314000,11000,53000,4000,3000,107000,3,7,3,4,7,0,1,0,0,0,0,3,11,1
387,387,6202,1960,S1,Bertunangan,63381000.0,0,1,05-10-2012,78,571000,50000,142000,33000,50000,159000,4,4,5,13,2,0,0,0,0,0,0,3,11,0
388,388,2066,1949,S1,Bertunangan,38823000.0,0,1,30-08-2012,56,70000,0,11000,2000,8000,23000,1,2,1,3,6,0,0,0,0,0,0,3,11,0
389,389,9799,1968,S3,Cerai,83664000.0,1,1,08-05-2013,57,866000,21000,151000,28000,21000,86000,3,2,2,12,5,0,0,0,0,0,0,3,11,0
390,390,8318,1979,S1,Bertunangan,90300000.0,0,0,03-01-2014,7,594000,134000,786000,33000,134000,57000,0,5,6,8,1,0,0,1,0,0,0,3,11,0
391,391,5642,1979,S2,Bertunangan,62499000.0,1,0,09-12-2013,0,140000,4000,61000,0,13000,4000,2,3,1,6,4,0,0,0,0,0,0,3,11,0
392,392,2669,1993,S1,Lajang,74293000.0,0,0,04-05-2014,66,375000,152000,335000,93000,91000,81000,1,5,4,6,2,0,0,0,0,0,0,3,11,0
393,393,455,1946,S3,Menikah,51012000.0,0,0,18-04-2013,86,102000,9000,63000,2000,9000,24000,1,4,1,4,6,0,0,0,0,0,0,3,11,0
394,394,7683,1968,S2,Menikah,70777000.0,0,1,25-02-2014,80,554000,35000,113000,0,7000,78000,3,5,3,12,3,0,0,0,0,0,0,3,11,0
395,395,3428,1991,S3,Bertunangan,68682000.0,0,0,06-10-2013,56,919000,0,505000,99000,30000,45000,1,4,9,10,2,0,0,0,0,0,0,3,11,0
396,396,7414,1971,S1,Menikah,43824000.0,1,1,15-09-2012,18,96000,1000,42000,12000,3000,32000,4,3,1,4,8,0,0,0,0,0,0,3,11,0
397,397,6354,1984,S1,Bertunangan,15345000.0,1,0,31-08-2012,51,5000,2000,16000,3000,2000,19000,2,1,1,2,8,0,0,0,0,0,0,3,11,1
398,398,798,1987,S1,Lajang,23442000.0,1,0,24-12-2012,71,2000,0,6000,8000,6000,5000,1,1,0,3,7,0,0,0,0,0,0,3,11,0
399,399,8213,1980,D3,Bertunangan,14515000.0,1,0,09-11-2012,71,6000,4000,9000,6000,36000,35000,4,2,2,3,7,0,0,0,0,0,0,3,11,1
400,400,2488,1956,D3,Cerai,31395000.0,1,1,23-03-2013,80,23000,1000,25000,0,8000,7000,4,2,1,3,6,0,0,0,0,0,0,3,11,0
401,401,9999,1965,S1,Bertunangan,75276000.0,0,0,27-09-2012,2,610000,105000,125000,137000,42000,21000,1,9,4,9,5,0,0,0,0,0,0,3,11,0
402,402,7617,1974,S1,Lajang,42373000.0,1,1,15-08-2013,83,67000,5000,61000,3000,8000,19000,5,2,1,5,5,0,0,0,0,0,0,3,11,0
403,403,615,1960,S1,Bertunangan,30507000.0,0,0,11-03-2013,29,65000,36000,74000,38000,20000,110000,1,5,1,4,7,0,0,0,0,0,0,3,11,0
404,404,2552,1955,S3,Lajang,55521000.0,1,2,22-10-2013,11,416000,0,26000,0,0,4000,9,6,3,6,7,0,1,0,0,0,0,3,11,1
405,405,194,1965,S1,Menikah,48006000.0,1,1,09-06-2014,55,23000,0,11000,3000,2000,2000,1,1,0,3,6,0,0,0,0,0,0,3,11,0
406,406,3645,1972,S3,Lajang,27213000.0,1,0,30-08-2012,19,19000,3000,26000,10000,9000,3000,3,2,0,4,8,0,0,0,0,0,0,3,11,1
407,407,8890,1971,S3,Cerai,65808000.0,1,1,30-05-2014,1,155000,7000,80000,13000,7000,10000,3,5,1,5,6,0,0,0,0,0,0,3,11,0
408,408,5049,1974,S3,Bertunangan,30351000.0,1,0,06-06-2013,19,14000,0,24000,3000,3000,2000,1,3,0,2,9,0,0,0,0,0,0,3,11,0
409,409,9973,1963,S1,Menikah,50437000.0,0,2,17-10-2012,28,370000,9000,92000,6000,9000,4000,3,7,1,8,7,0,0,0,0,0,0,3,11,0
410,410,7301,1982,D3,Lajang,23616000.0,1,0,17-11-2012,76,4000,22000,11000,3000,7000,32000,2,3,0,3,8,0,0,0,0,0,0,3,11,1
411,411,10882,1976,S1,Menikah,53858000.0,0,1,09-11-2012,50,407000,53000,221000,58000,150000,26000,4,4,3,6,4,0,0,0,0,0,0,3,11,0
412,412,7030,1955,S3,Menikah,66465000.0,0,1,30-03-2013,1,1200000,0,204000,38000,29000,14000,3,11,9,12,6,0,0,0,1,0,0,3,11,0
413,413,7422,1987,S1,Lajang,46923000.0,1,0,22-08-2012,90,85000,44000,54000,102000,78000,6000,3,5,1,7,7,0,0,0,0,0,0,3,11,0
414,414,3523,1962,S1,Bertunangan,75072000.0,0,1,23-01-2013,83,583000,34000,309000,0,22000,125000,2,5,4,8,3,0,0,0,0,0,0,3,11,0
415,415,7106,1943,S3,Menikah,75865000.0,0,0,31-03-2014,73,483000,0,591000,156000,0,12000,1,3,5,10,1,0,0,0,0,0,0,3,11,0
416,416,6504,1975,D3,Bertunangan,19789000.0,1,0,20-11-2013,24,2000,5000,9000,28000,6000,28000,3,2,1,3,5,1,0,0,0,0,0,3,11,0
417,417,5067,1994,S1,Bertunangan,80134000.0,0,0,14-02-2014,11,966000,26000,282000,52000,26000,26000,1,2,7,11,5,0,1,1,1,1,0,3,11,0
418,418,4216,1981,S1,Lajang,91065000.0,0,0,22-02-2013,33,822000,114000,108000,179000,137000,114000,1,7,9,9,3,0,0,1,1,0,0,3,11,1
419,419,8581,1971,S2,Menikah,49505000.0,1,1,05-03-2013,4,604000,0,100000,19000,0,28000,9,10,2,8,8,0,0,0,0,0,0,3,11,0
420,420,5929,1973,S3,Menikah,37401000.0,1,0,06-05-2014,14,19000,3000,19000,3000,1000,3000,2,2,0,3,7,0,0,0,0,0,0,3,11,0
421,421,3129,1983,S1,Menikah,30096000.0,1,0,22-05-2014,30,5000,3000,11000,12000,5000,9000,1,2,0,3,6,0,0,0,0,0,0,3,11,0
422,422,6528,1982,S2,Bertunangan,18492000.0,1,0,05-06-2014,75,2000,2000,2000,2000,1000,1000,1,1,0,2,8,0,0,0,0,0,0,3,11,0
423,423,1361,1974,S2,Menikah,82584000.0,0,0,04-06-2013,26,1076000,68000,103000,29000,91000,68000,1,3,4,8,1,0,1,1,0,0,0,3,11,1
424,424,6932,1941,S3,Menikah,93027000.0,0,0,13-04-2013,77,1285000,42000,716000,55000,0,21000,0,7,10,5,2,0,0,1,0,0,0,3,11,0
425,425,7284,1953,S1,Menikah,48686000.0,1,2,04-12-2013,8,10000,0,7000,2000,0,1000,1,1,0,2,8,0,0,0,0,0,0,3,11,0
426,426,1340,1986,S1,Menikah,92910000.0,0,0,24-04-2014,42,551000,137000,792000,179000,103000,33000,1,6,7,13,1,0,1,1,1,0,0,3,11,0
427,427,8746,1989,S1,Menikah,75433000.0,1,0,05-04-2014,28,800000,0,297000,0,34000,57000,2,2,5,10,6,0,1,0,1,0,0,3,11,0
428,428,5987,1989,D3,Bertunangan,10404000.0,1,0,04-05-2014,52,2000,2000,11000,10000,6000,12000,2,1,0,4,5,0,0,0,0,0,0,3,11,0
429,429,3767,1968,S1,Menikah,61314000.0,0,1,25-04-2013,1,378000,0,189000,97000,172000,172000,2,5,5,12,3,0,0,0,0,0,0,3,11,0
430,430,3725,1961,S3,Lajang,84865000.0,0,0,09-05-2013,1,1248000,16000,349000,43000,16000,16000,1,2,4,9,4,0,1,1,1,1,0,3,11,1
431,431,4324,1989,S1,Menikah,42387000.0,1,0,29-10-2012,42,235000,0,235000,19000,4000,191000,5,8,1,7,8,0,0,0,0,0,0,3,11,0
432,432,238,1967,D3,Bertunangan,67309000.0,1,1,23-01-2013,76,515000,47000,181000,149000,95000,95000,15,9,6,9,7,0,0,0,0,0,0,3,11,0
433,433,6694,1964,S1,Menikah,75236000.0,0,1,25-11-2013,27,438000,66000,400000,12000,38000,114000,1,8,3,13,4,0,0,0,0,0,0,3,11,0
434,434,498,1970,S1,Lajang,30015000.0,1,0,02-02-2014,28,25000,0,22000,2000,3000,5000,2,1,0,4,5,0,0,0,0,0,0,3,11,0
435,435,9347,1956,S2,Bertunangan,50943000.0,0,1,21-06-2013,49,31000,0,7000,2000,0,6000,1,1,0,3,5,0,0,0,0,0,0,3,11,0
436,436,9699,1966,S1,Cerai,67272000.0,0,1,21-12-2013,12,357000,35000,271000,28000,28000,14000,3,6,2,12,5,0,0,0,0,0,0,3,11,0
437,437,10664,1949,S2,Janda,51529000.0,0,1,07-09-2013,14,400000,4000,35000,6000,0,22000,2,9,1,5,8,0,0,0,0,0,0,3,11,0
438,438,5455,1971,S3,Menikah,32011000.0,1,0,22-08-2013,89,99000,0,15000,2000,1000,5000,3,2,1,4,7,0,0,0,0,0,0,3,11,0
439,439,456,1986,D3,Menikah,7500000.0,1,0,07-02-2013,96,1000,11000,5000,4000,6000,9000,2,2,0,3,8,0,0,0,0,0,0,3,11,0
440,440,5012,1989,S1,Menikah,28691000.0,1,0,04-07-2013,56,5000,4000,13000,8000,0,4000,1,1,0,3,8,0,0,0,0,0,0,3,11,0
441,441,7495,1948,S3,Menikah,56223000.0,0,1,20-12-2013,72,77000,28000,31000,16000,0,4000,2,2,1,5,4,0,0,0,0,0,0,3,11,0
442,442,5029,1946,S1,Menikah,18100000.0,0,0,06-08-2013,14,3000,1000,2000,4000,3000,1000,1,0,0,3,5,0,0,0,0,0,0,3,11,0
443,443,10642,1989,S1,Lajang,30279000.0,1,0,30-12-2012,13,10000,4000,14000,4000,4000,1000,1,1,0,3,8,0,0,0,0,0,0,3,11,0
444,444,2106,1974,D3,Menikah,20130000.0,0,0,17-03-2014,99,0,6000,3000,7000,6000,12000,1,1,0,3,8,0,0,0,0,0,0,3,11,0
445,445,10364,1959,S1,Cerai,23295000.0,0,0,13-07-2013,72,0,0,1000,2000,12000,5000,1,1,0,2,8,0,0,0,0,0,0,3,11,0
446,446,5954,1972,S2,Cerai,42618000.0,1,0,09-10-2013,92,76000,14000,74000,13000,5000,10000,2,5,0,4,8,0,0,0,0,0,0,3,11,0
447,447,1137,1964,S1,Lajang,81246000.0,0,0,29-12-2013,87,398000,190000,537000,61000,156000,37000,1,4,5,7,1,1,0,0,1,0,0,3,11,0
448,448,2541,1976,S1,Menikah,24027000.0,1,0,09-06-2013,7,14000,7000,11000,11000,0,5000,2,2,0,3,8,0,0,0,0,0,0,3,11,0
449,449,1142,1953,S3,Menikah,55707000.0,0,1,22-12-2013,91,208000,7000,82000,30000,66000,35000,2,3,2,9,3,0,0,0,0,0,0,3,11,0
450,450,2276,1955,S1,Lajang,57959000.0,0,1,02-05-2013,71,430000,16000,322000,43000,24000,33000,5,4,7,11,3,0,0,0,0,0,0,3,11,0
451,451,2807,1969,S1,Menikah,56796000.0,0,1,16-02-2013,24,656000,38000,161000,62000,47000,37000,3,8,9,7,7,0,0,0,0,0,0,3,11,0
452,452,6471,1971,S2,Lajang,36230000.0,1,0,17-10-2013,17,14000,2000,30000,8000,2000,3000,1,2,0,4,5,0,0,0,0,0,0,3,11,0
453,453,6131,1980,D3,Menikah,70829000.0,1,1,01-12-2013,87,141000,70000,106000,72000,19000,23000,2,4,2,8,3,0,0,0,0,0,0,3,11,0
454,454,6233,1976,S1,Menikah,65991000.0,0,1,07-09-2012,21,507000,19000,364000,25000,47000,9000,3,9,5,10,7,0,0,0,0,0,0,3,11,0
455,455,4148,1972,S1,Menikah,38988000.0,1,2,20-08-2012,90,164000,24000,103000,12000,3000,42000,7,5,1,6,8,0,0,0,0,0,0,3,11,0
456,456,4947,1966,D3,Lajang,89572000.0,0,0,15-09-2012,44,606000,24000,974000,197000,194000,64000,1,7,7,9,4,0,1,0,1,0,0,3,11,1
457,457,3225,1984,S2,Menikah,42207000.0,1,0,01-04-2013,71,116000,11000,72000,3000,17000,46000,4,4,1,5,6,1,0,0,0,0,0,3,11,1
458,458,7540,1952,S1,Menikah,50300000.0,0,1,25-05-2014,52,143000,15000,60000,24000,23000,5000,2,2,1,8,2,0,0,0,0,0,0,3,11,0
459,459,10648,1982,D3,Bertunangan,66664000.0,0,0,25-09-2012,78,398000,96000,447000,220000,96000,32000,1,5,7,6,3,0,0,0,0,0,0,3,11,0
460,460,1992,1964,S1,Menikah,60597000.0,0,1,01-01-2014,2,522000,0,257000,32000,16000,66000,4,2,2,8,7,0,0,0,1,0,0,3,11,1
461,461,7851,1949,S1,Janda,70165000.0,0,0,22-09-2013,60,161000,0,253000,199000,191000,122000,1,3,7,11,1,0,0,0,0,0,0,3,11,0
462,462,8594,1958,S3,Janda,50520000.0,0,1,28-01-2014,25,112000,0,6000,2000,1000,14000,2,3,1,3,6,0,0,0,0,0,0,3,11,0
463,463,7059,1963,S1,Menikah,80124000.0,0,0,26-06-2014,47,483000,84000,398000,205000,84000,241000,1,3,7,8,1,1,0,0,0,0,0,3,11,0
464,464,2815,1975,S1,Menikah,33183000.0,1,0,24-02-2014,46,7000,5000,39000,17000,15000,37000,2,4,0,3,7,0,0,0,0,0,0,3,11,0
465,465,2416,1969,S3,Lajang,66582000.0,0,0,03-03-2014,83,789000,25000,420000,16000,38000,0,1,2,8,9,1,0,0,0,0,0,0,3,11,0
466,466,7999,1955,S3,Bertunangan,75261000.0,0,0,23-04-2013,17,1239000,17000,413000,23000,34000,17000,1,5,6,5,2,0,1,1,0,0,0,3,11,1
467,467,9213,1970,S1,Janda,31880000.0,1,0,31-10-2012,13,4000,1000,5000,2000,0,3000,1,1,0,2,8,0,0,0,0,0,0,3,11,0
468,468,9697,1951,S1,Menikah,53790000.0,0,2,06-03-2014,86,335000,42000,127000,28000,5000,5000,3,7,2,8,6,0,0,0,0,0,0,3,11,0
469,469,3916,1971,S3,Bertunangan,49269000.0,1,0,15-08-2012,92,639000,8000,166000,11000,8000,58000,3,7,3,12,7,0,0,0,0,0,0,3,11,0
470,470,2021,1975,S1,Menikah,61456000.0,0,1,27-03-2013,47,563000,76000,384000,84000,192000,89000,4,6,10,13,4,0,0,0,0,0,0,3,11,0
471,471,1581,1980,S1,Menikah,37406000.0,1,0,10-10-2013,18,2000,0,8000,2000,2000,3000,1,1,0,2,8,0,0,0,0,0,0,3,11,1
472,472,564,1981,S3,Bertunangan,56937000.0,1,0,04-08-2012,81,746000,8000,125000,11000,8000,8000,7,8,6,9,6,0,1,0,0,0,0,3,11,1
473,473,6619,1978,S1,Menikah,38415000.0,1,1,02-01-2013,91,22000,1000,13000,4000,0,4000,2,1,0,3,7,0,0,0,0,0,0,3,11,0
474,474,9081,1988,S1,Lajang,20518000.0,1,0,18-05-2014,58,4000,1000,6000,4000,1000,9000,1,1,1,2,5,0,0,0,0,0,0,3,11,0
475,475,178,1956,S1,Menikah,62503000.0,0,1,18-02-2013,40,478000,0,193000,110000,75000,117000,4,8,3,11,5,0,0,0,0,0,0,3,11,0
476,476,916,1972,S3,Lajang,41644000.0,1,1,09-05-2014,67,20000,3000,4000,2000,0,2000,2,1,0,3,3,0,0,0,0,0,0,3,11,0
477,477,5512,1977,S2,Menikah,55842000.0,0,1,23-05-2014,19,451000,0,39000,0,4000,24000,1,7,1,8,5,0,0,0,0,0,0,3,11,0
478,478,8970,1972,S3,Menikah,62010000.0,0,1,23-10-2012,93,371000,22000,39000,6000,0,92000,4,6,2,7,5,0,0,0,0,0,0,3,11,0
479,479,10581,1977,S1,Menikah,41124000.0,1,0,31-10-2012,41,281000,7000,84000,15000,0,119000,7,7,3,4,8,0,0,0,0,0,0,3,11,0
480,480,5300,1973,S2,Menikah,38961000.0,1,0,30-12-2013,60,19000,7000,19000,0,1000,24000,1,2,1,2,7,0,0,0,0,0,0,3,11,0
481,481,5154,1972,S2,Cerai,37760000.0,1,0,11-08-2013,54,26000,3000,13000,2000,10000,0,1,2,0,3,6,0,0,0,0,0,0,3,11,0
482,482,8346,1974,S1,Lajang,32233000.0,1,0,19-08-2012,26,138000,15000,35000,25000,11000,72000,2,6,2,2,9,1,0,0,0,0,0,3,11,1
483,483,1676,1975,S1,Menikah,43057000.0,0,1,30-10-2013,30,213000,2000,44000,0,2000,5000,4,4,2,5,5,0,0,0,0,0,0,3,11,0
484,484,9286,1960,S2,Bertunangan,83151000.0,0,0,10-10-2012,93,407000,28000,100000,120000,74000,18000,1,5,9,4,3,0,0,0,0,0,0,3,11,0
485,485,2426,1964,S3,Cerai,78825000.0,0,0,14-09-2012,35,483000,74000,114000,169000,37000,18000,1,5,10,13,3,0,0,0,0,0,0,3,11,1
486,486,5172,1976,S2,Bertunangan,65104000.0,0,1,14-11-2013,4,738000,0,232000,13000,20000,50000,2,3,5,7,7,0,0,0,0,0,0,3,11,0
487,487,5562,1974,S1,Menikah,60093000.0,0,1,26-06-2013,92,502000,12000,109000,16000,6000,90000,2,7,2,10,6,0,0,0,0,0,0,3,11,0
488,488,3436,1969,S1,Menikah,14045000.0,1,0,26-01-2014,24,11000,0,5000,2000,1000,1000,1,1,0,3,7,0,0,0,0,0,0,3,11,0
489,489,3921,1952,D3,Janda,28457000.0,0,0,28-10-2012,96,24000,1000,108000,29000,29000,14000,1,4,1,4,8,0,0,0,0,0,0,3,11,0
490,490,3403,1958,S3,Bertunangan,78952000.0,0,1,24-09-2012,11,1170000,19000,594000,99000,76000,134000,2,2,5,12,6,0,0,0,0,0,0,3,11,0
491,491,22,1976,S1,Cerai,46310000.0,1,0,03-12-2012,99,185000,2000,88000,15000,5000,14000,2,6,1,5,8,0,0,0,0,0,0,3,11,0
492,492,10965,1955,S1,Bertunangan,76005000.0,0,0,22-02-2013,72,983000,20000,389000,240000,50000,40000,1,3,5,13,6,0,0,0,1,0,0,3,11,0
493,493,9426,1964,S2,Lajang,58308000.0,0,1,12-01-2013,77,691000,0,69000,10000,0,130000,4,2,6,3,8,0,0,0,0,0,0,3,11,0
494,494,6605,1944,S3,Cerai,55614000.0,0,0,27-11-2013,85,504000,13000,131000,8000,0,26000,1,9,4,6,7,0,1,0,0,0,0,3,11,0
495,495,3136,1962,S2,Cerai,59432000.0,0,1,13-04-2013,88,317000,25000,265000,25000,19000,12000,3,5,3,11,5,0,0,0,0,0,0,3,11,0
496,496,8737,1978,S1,Cerai,55563000.0,0,1,05-04-2014,22,29000,1000,9000,2000,0,2000,1,2,0,3,3,0,0,0,0,0,0,3,11,0
497,497,11088,1971,S3,Bertunangan,78642000.0,0,1,21-04-2013,83,1396000,0,322000,46000,35000,17000,1,4,9,4,6,0,0,0,0,0,0,3,11,0
498,498,716,1949,S3,Bertunangan,67911000.0,0,1,22-05-2014,63,529000,0,356000,63000,28000,0,3,6,7,11,3,0,0,0,0,0,0,3,11,0
499,499,466,1944,S1,Menikah,65275000.0,0,0,03-04-2013,9,388000,14000,218000,91000,14000,21000,1,4,3,13,2,0,0,0,0,0,0,3,11,0
500,500,9135,1950,S1,Bertunangan,27203000.0,1,1,06-08-2012,92,13000,2000,21000,4000,0,24000,2,1,1,2,8,0,0,0,0,0,0,3,11,0
501,501,10623,1961,S2,Bertunangan,48330000.0,0,1,15-11-2013,2,28000,0,4000,0,0,0,1,1,0,3,5,0,0,0,0,0,0,3,11,0
502,502,8151,1990,SMA,Menikah,24279000.0,0,0,29-12-2012,6,16000,36000,21000,20000,62000,108000,1,4,1,3,8,0,0,0,0,0,0,3,11,0
503,503,5140,1985,S3,Menikah,64355000.0,1,0,24-08-2012,66,1047000,0,140000,67000,38000,153000,2,4,3,12,8,0,0,0,0,0,0,3,11,0
504,504,10160,1956,S2,Bertunangan,50943000.0,0,1,21-06-2013,49,31000,0,7000,2000,0,6000,1,1,0,3,5,0,0,0,0,0,0,3,11,0
505,505,4945,1953,S1,Janda,53653000.0,0,0,07-11-2012,29,815000,10000,239000,28000,10000,108000,2,10,4,12,6,0,0,0,0,0,0,3,11,0
506,506,10584,1976,S1,Menikah,65665000.0,0,1,02-12-2013,77,225000,162000,387000,106000,36000,29000,1,5,10,8,3,0,0,0,0,0,0,3,11,0
507,507,6071,1989,S1,Lajang,81217000.0,0,0,19-07-2013,77,493000,70000,324000,146000,40000,84000,1,3,7,11,1,0,0,0,0,0,0,3,11,0
508,508,3386,1992,S1,Menikah,34935000.0,0,0,21-06-2013,71,34000,4000,66000,3000,10000,20000,1,2,1,4,7,0,0,0,0,0,0,3,11,0
509,509,8939,1959,S1,Cerai,61250000.0,0,1,16-12-2012,49,382000,138000,65000,60000,26000,59000,6,5,2,12,5,0,0,0,0,0,0,3,11,0
510,510,9925,1981,S3,Bertunangan,39665000.0,1,0,25-05-2013,97,127000,1000,56000,0,1000,31000,3,4,2,3,7,1,0,0,0,0,0,3,11,0
511,511,4320,1979,S1,Lajang,60152000.0,0,1,28-03-2013,6,325000,83000,300000,86000,58000,91000,1,6,4,12,3,0,0,0,0,0,0,3,11,0
512,512,5389,1964,S1,Menikah,48920000.0,0,2,20-10-2013,93,238000,17000,68000,8000,10000,6000,3,6,2,5,7,0,1,0,0,0,0,3,11,0
513,513,6036,1959,S2,Bertunangan,89120000.0,0,0,17-03-2014,78,1168000,92000,408000,72000,129000,55000,1,5,6,7,1,0,0,1,0,0,0,3,11,0
514,514,182,1946,S3,Bertunangan,44124000.0,0,1,11-05-2013,62,284000,0,55000,0,6000,52000,4,6,2,5,8,0,0,0,0,0,0,3,11,0
515,515,203,1975,S2,Lajang,81169000.0,0,0,14-04-2013,47,1288000,20000,613000,80000,61000,27000,1,5,7,9,2,0,0,0,0,0,0,3,11,0
516,516,11025,1961,S1,Menikah,36443000.0,1,1,03-02-2013,9,65000,0,46000,4000,3000,20000,4,3,1,3,8,0,0,0,0,0,0,3,11,0
517,517,10203,1990,S1,Lajang,26095000.0,1,0,30-06-2013,77,11000,7000,9000,3000,1000,11000,1,1,0,3,7,0,0,0,0,0,0,3,11,0
518,518,4607,1959,S1,Bertunangan,71367000.0,0,0,23-08-2013,24,227000,23000,389000,42000,21000,75000,1,4,5,7,2,0,0,0,0,0,0,3,11,0
519,519,3711,1944,S2,Menikah,80184000.0,0,0,01-03-2014,19,1035000,134000,670000,25000,38000,0,1,6,3,10,3,0,0,1,1,0,0,3,11,0
520,520,3696,1965,S1,Cerai,30630000.0,1,1,27-01-2014,67,27000,1000,12000,2000,0,10000,2,2,0,3,7,0,0,0,0,0,0,3,11,0
521,521,2532,1987,S2,Lajang,73454000.0,0,0,01-03-2014,95,982000,73000,351000,56000,14000,175000,1,2,4,6,5,1,0,0,0,0,0,3,11,0
522,522,9214,1991,S1,Menikah,42691000.0,0,0,16-08-2013,48,179000,2000,64000,38000,17000,58000,1,5,1,6,5,0,0,0,0,0,0,3,11,0
523,523,4943,1953,S1,Menikah,70503000.0,0,0,30-09-2012,73,1379000,33000,216000,0,33000,66000,1,2,4,9,6,0,1,1,0,0,0,3,11,0
524,524,35,1987,S1,Menikah,25545000.0,1,0,08-09-2012,35,32000,1000,64000,16000,12000,85000,3,2,2,3,6,0,0,0,0,0,0,3,11,1
525,525,2258,1986,S1,Menikah,32880000.0,1,0,04-12-2012,76,8000,4000,15000,7000,6000,2000,1,1,0,3,8,0,0,0,0,0,0,3,11,0
526,526,4322,1958,S3,Bertunangan,77863000.0,0,0,27-11-2013,20,881000,38000,319000,16000,25000,12000,1,4,5,10,2,0,0,0,0,0,0,3,11,0
527,527,713,1977,S2,Menikah,50353000.0,0,0,08-06-2014,72,141000,15000,153000,67000,31000,35000,1,4,4,6,3,0,0,0,0,0,0,3,11,0
528,528,4702,1964,S1,Lajang,61839000.0,0,0,12-08-2012,20,1000000,155000,379000,224000,17000,120000,1,4,8,4,8,0,0,0,0,0,0,3,11,0
529,529,3281,1960,S3,Menikah,49154000.0,1,1,03-11-2013,69,206000,10000,67000,30000,27000,71000,6,4,1,8,6,0,0,0,0,0,0,3,11,0
530,530,702,1975,D3,Janda,47682000.0,0,1,15-02-2013,80,162000,61000,83000,97000,57000,61000,4,4,3,8,5,0,0,0,0,0,0,3,11,0
531,531,2004,1969,S1,Lajang,72679000.0,0,1,18-09-2013,65,619000,54000,260000,127000,54000,54000,1,4,7,5,1,0,0,0,0,0,0,3,11,0
532,532,4769,1977,S2,Bertunangan,57954000.0,1,1,18-06-2014,52,456000,4000,24000,0,0,9000,7,8,2,6,7,0,1,0,0,0,0,3,11,0
533,533,4437,1962,S1,Menikah,65316000.0,1,1,24-04-2013,65,112000,6000,92000,3000,9000,38000,2,3,2,5,4,0,0,0,0,0,0,3,11,0
534,534,8724,1982,S1,Lajang,28567000.0,1,0,17-06-2013,57,11000,3000,22000,2000,2000,6000,2,2,0,3,6,0,0,0,0,0,0,3,11,0
535,535,10741,1951,S2,Bertunangan,47352000.0,0,1,11-04-2013,70,172000,12000,112000,8000,0,15000,4,6,1,5,7,0,0,0,0,0,0,3,11,0
536,536,1991,1967,S1,Bertunangan,44931000.0,0,1,18-01-2014,0,78000,0,11000,0,0,7000,1,2,1,3,5,0,0,0,0,0,0,3,11,0
537,537,6931,1967,S1,Cerai,76982000.0,0,0,15-02-2014,19,464000,151000,292000,65000,60000,30000,1,8,3,4,4,0,0,1,0,0,0,3,11,1
538,538,11096,1952,D3,Bertunangan,57247000.0,0,1,08-08-2013,50,99000,4000,32000,37000,54000,6000,2,2,1,7,2,0,0,0,0,0,0,3,11,0
539,539,304,1981,S2,Lajang,22944000.0,1,0,23-12-2013,67,19000,3000,19000,4000,5000,26000,3,3,0,3,7,0,0,0,0,0,0,3,11,0
540,540,3665,1977,D3,Bertunangan,25315000.0,1,0,07-11-2013,46,1000,9000,8000,11000,3000,22000,3,3,0,3,8,0,0,0,0,0,0,3,11,0
541,541,10591,1969,S1,Janda,43638000.0,0,1,06-08-2012,37,63000,10000,83000,7000,19000,19000,2,4,1,4,7,0,0,0,0,0,0,3,11,0
